EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,QUARTERID,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT,SALARYRANGEBOTTOM($),SALARYRANGETOP($)
Bank of Montreal,2012,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Professionals,4,2,,2,,,,,,,,,,"$ 20,000 - $24,999","$ 70,000 - $74,999"
Bank of Montreal,2015,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors: Crafts and Trades,2,5,5,,,,,,,,1,1,,"$ 60,000 - $64,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Senior Managers,1,1,1,,,,,1,1,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,12,5,7,,,,,,,6,3,3,"$  5,000 - $ 9,999","$ 80,000 - $84,999"
Bank of Montreal,2014,Full-Time,National,Canada,5221,Depository Credit Intermediation,Supervisors,1,229,91,138,5,2,3,7,4,3,118,53,65,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,35,8,27,,,,2,,2,11,4,7,"$ 10,000 - $14,999","$ 70,000 - $74,999"
Bank of Montreal,2014,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,1,1,1,,,,,,,,,,,"$ 80,000 - $84,999","$ 90,000 - $94,999"
Bank of Montreal,2011,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,3,8,,8,2,,2,1,,1,1,,1,"$ 20,000 - $24,999","$ 40,000 - $44,999"
Bank of Montreal,2011,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Clerical Personnel,4,1,,1,,,,,,,1,,1,"$ 25,000 - $29,999","$ 60,000 - $64,999"
Bank of Montreal,2011,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,2,2,,2,,,,,,,,,,"Under $5,000","$ 25,000 - $29,999"
Bank of Montreal,2019,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,1,,1,,,,,,,,,,"$ 15,000 - $19,999","$ 85,000 - $89,999"
Bank of Montreal,2019,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,1,6,4,2,1,1,,,,,4,2,2,"Under $5,000","$100,000 and over"
Bank of Montreal,2019,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Middle and Other Managers,2,29,27,2,,,,1,1,,7,6,1,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Senior Managers,2,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2010,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,3,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 30,000 - $34,999"
Bank of Montreal,2013,Full-Time,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,3,7,7,,,,,,,,1,1,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,3,2,2,,,,,,,,1,1,,"Under $5,000","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Supervisors,1,1,,1,,,,,,,,,,"$ 45,000 - $49,999","$ 45,000 - $49,999"
Bank of Montreal,2013,Part-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,3,14,1,13,,,,,,,1,,1,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2016,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Senior Managers,4,1,,1,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Professionals,3,3,3,,,,,,,,2,2,,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2016,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,4,4,,4,,,,1,,1,1,,1,"Under $5,000","$ 35,000 - $39,999"
Bank of Montreal,2016,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,,1,,,,,,,,,,"$ 15,000 - $19,999","$ 30,000 - $34,999"
Bank of Montreal,2018,Full-Time,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,3,1,1,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Supervisors,3,86,28,58,1,,1,1,,1,40,16,24,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2018,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,,,,,,,,,,,,,"$ 35,000 - $39,999","$ 90,000 - $94,999"
Bank of Montreal,2018,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Senior Managers,4,1,1,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2017,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Senior Managers,1,1,,1,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2017,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Senior Managers,1,1,1,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Edmonton,,,Overall,,396,157,239,12,3,9,17,4,13,122,54,68,,
Bank of Montreal,2017,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Middle and Other Managers,3,1,1,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2017,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,3,,,,,,,,,,,,,"$ 65,000 - $69,999","$ 65,000 - $69,999"
Bank of Montreal,2017,Part-Time,CMA,Halifax,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,3,2,1,,,,,,,,,,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2014,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,4,4,3,1,,,,,,,1,,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2014,Full-Time,Provincial,Nova Scotia,,,Overall,,314,110,204,9,3,6,19,8,11,14,8,6,,
Bank of Montreal,2014,Full-Time,CMA,Calgary,,,Overall,,673,279,394,10,5,5,27,11,16,232,105,127,,
Bank of Montreal,2014,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Middle and Other Managers,2,4,3,1,,,,1,1,,1,,1,"$ 45,000 - $49,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Montr�al,,,Overall,,2976,1260,1716,25,5,20,104,34,70,774,354,420,,
Bank of Montreal,2015,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Supervisors,2,304,122,182,3,1,2,11,7,4,175,69,106,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2015,Part-Time,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,1,38,8,30,,,,2,1,1,16,5,11,"$ 10,000 - $14,999","$ 60,000 - $64,999"
Bank of Montreal,2015,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,115,35,80,,,,3,,3,22,6,16,"Under $5,000","$ 40,000 - $44,999"
Bank of Montreal,2015,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Clerical Personnel,4,2,1,1,,,,1,1,,2,1,1,"$ 15,000 - $19,999","$ 25,000 - $29,999"
Bank of Montreal,2011,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,1,42,26,16,,,,,,,2,1,1,"$ 55,000 - $59,999","$100,000 and over"
Bank of Montreal,2011,Part-Time,CMA,Halifax,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 30,000 - $34,999","$ 45,000 - $49,999"
Bank of Montreal,2011,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Middle and Other Managers,3,,,,,,,,,,,,,"$ 35,000 - $39,999","$ 70,000 - $74,999"
Bank of Montreal,2012,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,1,,,,,,,,,,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2019,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,1,,,,,,,,,,,"$ 45,000 - $49,999","$100,000 and over"
Bank of Montreal,2019,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,1,,,,,1,1,,,,,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2019,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,1,84,43,41,,,,2,1,1,50,28,22,"Under $5,000","$100,000 and over"
Bank of Montreal,2019,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,2,5,1,4,,,,,,,2,,2,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2019,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 55,000 - $59,999","$ 60,000 - $64,999"
Bank of Montreal,2019,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,1,1,,1,,,,,,,1,,1,"$ 25,000 - $29,999","$ 25,000 - $29,999"
Bank of Montreal,2018,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,2,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2018,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,,1,,,,,,,1,,1,"$ 25,000 - $29,999","$ 55,000 - $59,999"
Bank of Montreal,2016,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Skilled Manual Workers,3,,,,,,,,,,,,,"$ 85,000 - $89,999","$ 85,000 - $89,999"
Bank of Montreal,2016,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,1,5,3,2,,,,1,1,,3,1,2,"$  5,000 - $ 9,999","$ 55,000 - $59,999"
Bank of Montreal,2010,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Middle and Other Managers,1,130,76,54,1,,1,3,2,1,23,16,7,"$ 55,000 - $59,999","$100,000 and over"
Bank of Montreal,2010,Part-Time,National,Canada,5221,Depository Credit Intermediation,Professionals,4,3,,3,,,,,,,,,,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2010,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Professionals,1,10,3,7,,,,,,,2,,2,"$ 15,000 - $19,999","$ 65,000 - $69,999"
Bank of Montreal,2015,Full-Time,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,375,158,217,4,2,2,12,6,6,205,94,111,"Under $5,000","$ 80,000 - $84,999"
Bank of Montreal,2015,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,11,4,7,,,,,,,6,3,3,"Under $5,000","$ 80,000 - $84,999"
Bank of Montreal,2015,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Senior Managers,4,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Middle and Other Managers,2,6,4,2,,,,,,,2,,2,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2011,Part-Time,National,Canada,5221,Depository Credit Intermediation,Professionals,3,13,1,12,,,,,,,1,,1,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2011,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Professionals,3,1,,1,,,,,,,1,,1,"$ 20,000 - $24,999","$ 65,000 - $69,999"
Bank of Montreal,2014,Full-Time,National,Canada,5221,Depository Credit Intermediation,Professionals,3,18,12,6,,,,1,1,,4,3,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2014,Full-Time,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,2,17,6,11,,,,1,,1,5,1,4,"$ 45,000 - $49,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,27,6,21,1,,1,,,,10,4,6,"$  5,000 - $ 9,999","$ 55,000 - $59,999"
Bank of Montreal,2014,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,1,,1,,,,,,,1,,1,"Under $5,000","$ 50,000 - $54,999"
Bank of Montreal,2012,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,1,16,13,3,1,1,,1,1,,4,4,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,4,5,1,4,,,,1,,1,2,,2,"$ 25,000 - $29,999","$ 65,000 - $69,999"
Bank of Montreal,2012,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Senior Managers,1,1,1,,,,,1,1,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2012,Part-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,4,8,1,7,,,,,,,,,,"$ 10,000 - $14,999","$ 25,000 - $29,999"
Bank of Montreal,2013,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,11,5,6,,,,,,,9,3,6,"Under $5,000","$100,000 and over"
Bank of Montreal,2013,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Supervisors,2,2,,2,,,,,,,,,,"$ 15,000 - $19,999","$ 40,000 - $44,999"
Bank of Montreal,2017,Full-Time,Provincial,Saskatchewan,,,Overall,,238,100,138,9,4,5,10,6,4,68,40,28,,
Bank of Montreal,2017,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,35,5,30,1,,1,1,1,,16,3,13,"$  5,000 - $ 9,999","$ 55,000 - $59,999"
Bank of Montreal,2017,Part-Time,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,2,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 30,000 - $34,999"
Bank of Montreal,2017,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,4,1,,1,,,,,,,,,,"$ 40,000 - $44,999","$ 90,000 - $94,999"
Bank of Montreal,2017,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,15,6,9,,,,,,,8,3,5,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2017,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,22,10,12,,,,1,,1,11,5,6,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2019,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,2,1,1,,,,,,,,,,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2019,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,4,1,1,,,,,,,,1,1,,"$ 50,000 - $54,999","$ 60,000 - $64,999"
Bank of Montreal,2010,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,2,118,14,104,3,,3,5,1,4,58,8,50,"$ 20,000 - $24,999","$ 70,000 - $74,999"
Bank of Montreal,2010,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,2,1,1,,,,,,,,,,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2010,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Professionals,3,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 95,000 - $99,999"
Bank of Montreal,2010,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,55,9,46,,,,,,,21,2,19,"$  5,000 - $ 9,999","$ 60,000 - $64,999"
Bank of Montreal,2010,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,6,,6,,,,,,,4,,4,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2018,Full-Time,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,3,12,7,5,,,,,,,4,3,1,"$ 40,000 - $44,999","$ 95,000 - $99,999"
Bank of Montreal,2018,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,317,123,194,3,,3,10,2,8,111,51,60,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2018,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,1,9,2,7,,,,1,,1,2,2,,"$ 15,000 - $19,999","$ 80,000 - $84,999"
Bank of Montreal,2018,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,1,1,,1,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2018,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,3,,,,,,,,,,,,,"$ 15,000 - $19,999","$ 30,000 - $34,999"
Bank of Montreal,2018,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,4,1,3,,,,,,,,,,"Under $5,000","$ 50,000 - $54,999"
Bank of Montreal,2016,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,84,30,54,1,,1,,,,32,10,22,"Under $5,000","$ 70,000 - $74,999"
Bank of Montreal,2016,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,1,,1,1,,1,,,,1,,1,"$ 10,000 - $14,999","$ 40,000 - $44,999"
Bank of Montreal,2016,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,2,4,3,1,,,,,,,,,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,5,,5,,,,,,,1,,1,"$ 25,000 - $29,999","$ 70,000 - $74,999"
Bank of Montreal,2016,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Supervisors,2,3,1,2,,,,,,,1,,1,"$ 30,000 - $34,999","$ 75,000 - $79,999"
Bank of Montreal,2016,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,1,,,,,,,,,,,"$ 25,000 - $29,999","$ 75,000 - $79,999"
Bank of Montreal,2016,Full-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,1,1,,,,,,,,,,,"$ 25,000 - $29,999","$ 45,000 - $49,999"
Bank of Montreal,2016,Part-Time,CMA,Halifax,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,,1,,,,,,,,,,"$ 10,000 - $14,999","$ 30,000 - $34,999"
Bank of Montreal,2015,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,17,1,16,,,,,,,5,,5,"$ 15,000 - $19,999","$ 45,000 - $49,999"
Bank of Montreal,2015,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Senior Managers,2,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Middle and Other Managers,1,441,212,229,6,1,5,28,9,19,233,117,116,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Professionals,1,10,5,5,,,,,,,3,2,1,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2015,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,1,7,2,5,,,,1,1,,6,2,4,"$ 15,000 - $19,999","$ 60,000 - $64,999"
Bank of Montreal,2015,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Clerical Personnel,1,7,2,5,,,,1,1,,6,2,4,"$ 15,000 - $19,999","$ 60,000 - $64,999"
Bank of Montreal,2011,Full-Time,Provincial,New Brunswick,,,Overall,,206,67,139,3,,3,4,3,1,8,3,5,,
Bank of Montreal,2011,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,4,1,1,,,,,,,,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2011,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,1,2,,2,,,,,,,,,,"$ 20,000 - $24,999","$ 50,000 - $54,999"
Bank of Montreal,2011,Part-Time,CMA,Halifax,5221,Depository Credit Intermediation,Clerical Personnel,4,2,,2,,,,,,,,,,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2014,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,1,25,16,9,2,1,1,1,,1,1,,1,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2014,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,3,,,,,,,,,,,,,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2014,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,122,12,110,,,,6,1,5,29,6,23,"Under $5,000","$ 60,000 - $64,999"
Bank of Montreal,2014,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,4,4,1,3,,,,,,,2,1,1,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2014,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,9,1,8,1,,1,,,,2,,2,"Under $5,000","$ 45,000 - $49,999"
Bank of Montreal,2014,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,1,4,,4,,,,1,,1,1,,1,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2014,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Supervisors,4,3,,3,,,,,,,2,,2,"$ 15,000 - $19,999","$ 45,000 - $49,999"
Bank of Montreal,2012,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,71,7,64,,,,2,,2,4,,4,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2012,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,2,,2,,,,,,,,,,"$  5,000 - $ 9,999","$ 55,000 - $59,999"
Bank of Montreal,2013,Full-Time,National,Canada,5221,Depository Credit Intermediation,Supervisors,2,240,83,157,5,,5,3,2,1,116,42,74,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,2,,2,,,,,,,2,,2,"Under $5,000","$100,000 and over"
Bank of Montreal,2013,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,,,,,,,,,,,,,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,3,3,3,,,,,1,1,,,,,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Senior Managers,3,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2013,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,2,7,2,5,,,,,,,2,1,1,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2013,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,4,2,,2,,,,,,,,,,"$ 45,000 - $49,999","$ 80,000 - $84,999"
