EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,TOTALPROMOTIONS,TOTALMENPROMOTIONS,TOTALWOMENPROMOTIONS,TOTALABORIGALLPROMOTIONS,TOTALABORIGMENPROMOTIONS,TOTALABORIGWOMENPROMOTIONS,TOTALPWDALLPROMOTIONS,TOTALPWDMENPROMOTIONS,TOTALPWDWOMENPROMOTIONS,TOTALVISMINALLPROMOTIONS,TOTALVISMINMENPROMOTIONS,TOTALVISMINWOMENPROMOTIONS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,3,1,2,1,,1,,,,,,
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,35,10,25,1,,1,1,,1,9,3,6
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,38,8,30,3,,3,1,,1,12,1,11
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Overall,Full-Time,37,8,29,,,,1,1,,3,1,2,30,7,23,,,,1,1,,2,1,1
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,50,12,38,,,,,,,22,7,15
Bank of Montreal,2010,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,8,1,7,,,,,,,,,
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,6,3,3,,,,,,,3,2,1
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,20,9,11,2,,2,1,,1,1,,1
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2016,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,8,1,7,,,,,,,1,,1
Bank of Montreal,2011,Provincial,Alberta,5221,Depository Credit Intermediation,Overall,Full-Time,511,166,345,6,3,3,6,1,5,161,64,97,446,141,305,6,3,3,6,1,5,140,53,87
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Overall,Full-Time,31,11,20,,,,1,,1,2,1,1,30,11,19,,,,1,,1,2,1,1
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,7,1,6,,,,,,,4,1,3
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,2,2,
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,25,7,18,1,,1,,,,6,3,3
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,6,2,4,,,,,,,1,,1
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,29,10,19,1,1,,2,2,,10,5,5
Bank of Montreal,2016,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,10,2,8,1,,1,1,,1,2,2,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,213,82,131,8,3,5,9,2,7,115,53,62
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,1,,1
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,9,3,6,,,,2,1,1,2,1,1
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,116,69,47,1,,1,5,2,3,35,21,14
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Overall,Part-Time,24,2,22,,,,5,,5,4,,4,23,2,21,,,,5,,5,3,,3
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,176,80,96,1,,1,11,1,10,75,35,40
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,15,9,6,,,,1,,1,4,1,3
Bank of Montreal,2016,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,28,11,17,,,,2,,2,4,1,3
